Baslik,Malzemeler,Hazirlanis,Kalori (kcal),Karbonhidrat (g),Protein (g),Yag (g),Link
Şipşak Çiğ Köfte (Etsiz),"2 su bardağı esmer köftelik bulgur | 1 çay bardağı incecik toz gibi  çekilmiş ceviziçi ( 1 su bardağı da olur) | 2 adet et bulyon | 1 tatlı kaşığı tuz | 2 su bardağı kaynar su ile ıslatılır | 1 adet irice kuru soğan ( rendelenmiş) | 2-3 diş rende sarımsak ( boyutuna göre ) | 1,5 yemek kaşığı domates salçası | 1,5 yemek kaşığı biber salçası | 3 yemek kaşığı isot ( acı istiyorsanız  4-5 kaşık da olabilir) | 1 yemek kaşığı pul biber | 1 tatlı kaşığı kırmızı toz biber | 1 tatlı  kaşığı yenibahar | 1 tatlı kaşığı çemen tozu | 1 çay kaşığı sumak | 1 çay kaşığı kimyon | 1 çay kaşığı  kişniş | Yarım çay kaşığı karabiber | Yarım çay kaşığı tarçın | Yarım çay kaşığı zencefil tozu | 2 yemek kaşığı ketçap | 3-4 dal ince kıyılmış maydanoz | Yarım limon suyu | 2 yemek kaşığı nar ekşisi | 1 çay bardağı sıvı yağ","Bulguru derin bir kaseye alın 2 adet et bulyon ve 1 su bardağı çekilmiş ceviz içi katarak malzemeyi dolu dolu 2 su bardağı kaynar su ile ıslatın. Malzemeyi hızlıca alt üst edin tüm bulgur suya değsin…kasenin üstünü bir kapak ile kapatın ve bulgurları 10 dakika bekletin bu sürede bulgurlar güzelce yumuşasın,şişsin… Bulgurlar şişerken siz 1 adet büyük soğanı rendenin ince tarafı ile rendeleyin soğanı süzgece alın su altında yıkayın ve soğanın suyunu iyice sıkarak soğanı kaba ekleyin ..yıkanarak süzülmüş  suyu sıkılmış soğanı,rendelenmiş  sarımsağı tüm baharat + malzemeleri de kaseye ekleyin… Tüm malzemeyi 2-3 dakika kadar ellerinizle yoğurun ( tüm malzemeyi birbiri ile tanıştırın, kaynaştırın)..şimdi yoğurarak hazır hale getirdiğiniz tüm malzemeyi  el blenderı ile iyice ezin ( kaldır-indir şeklinde yukarıdan aşağıya bastırarak çek şeklinde ) bu işlem mutfak robotu ile de yapılabilir..bu işlemi yaparken blendır çalışmaktan çok ısınıyor bu ezme işlemini arada sırada mola vererek yapın ki alet bozulmasın…dinlenme aralarında kasede ki karışımı kaşık ile  karıştırmayı da sakın unutmayın !!!  ki karışım alt üst yapılarak iyice homojen şekilde ezilsin,çekilsin… Karışım çekildi hazır … Şimdi ellerinizi yağlayarak ya da hafiften su ile ıslatarak karışımı 5 dakika kadar yoğurun ki kıvam iyice macun gibi olsun…..şimdi hazır olan köftelerinizi istediğiniz şekilde sıkarak köfteleri hazırlayın..( ne yazık ki bu sıkma işlemini ben hakkı ile yapamıyorum köfteleri şekillice olması gerektiği gibi sıkamıyorum ancak bu kadar yapabiliyorum artık kusura bakmayın :(((",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/sipsak-cig-kofte-etsiz/
Fırında Soslu Ekmek,9-10 adet bayat ekmek dilimi | 1 yemek kaşığı salça | Ilık su | Sıvı yağ | Kaşar peyniri | Dilediğiniz baharatlar,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/firinda-soslu-ekmek/
Mantarlı Tavuklu Sigara Böreği,1 paket hazır üçgen yufka | 1 tane minik minik kıyılmış tavuk göğsü | 10-12 adet ince ince doğranmış mantar | 2 tane orta boy ince doğranmış yeşil biber | 1 tane orta boy soğan | Tuz | Karabiber | Pul biber | 2 su bardağı kaşar peyniri rendesi | 2 su bardağı galeta unu | 2 tane yumurta,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/mantarli-tavuklu-sigara-boregi/
Mercimek Köftesi (Kuru Soğansız),"2 su bardağı kırmızı mercimek | 1 su bardağı köftelik bulgur | Maydanoz | Yeşil soğan | Nane | Nar ekşisi | Domates salçası ve biber salçası | Zeytinyağ | Karabiber, kimyon, pul biber ve tuz",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/mercimek-koftesi-kuru-sogansiz/
Çiğ Köfte Tarifi (Hazır Almaya Son),2 su bardağı çiğ köftelik ince esmer bulgur (Düğür) | 2 su bardağı kaynar su | 1 tatlı kaşığı dolusu tuz (Damak zevkinize göre ayarlabilirsiniz) | 1 adet irice kuru soğan | 2 iri diş sarımsak | 2 tatlı kaşığı acı bul biber | 1 tatlı kaşığı sumak | İsteğe bağlı 1 tatlı kaşığı isot | 4-5 yemek kaşığı nar ekşisi | 1 yemek kaşığı kırmızı toz biber | 1 tatlı kaşığı karabiber | 1 küçük çay bardağından 1 parmak az sıvı yağ (100 ml) | 1 tepeleme yemek kaşığı tatlı biber salçası | 1 tepeleme yemek kaşığı domates salçası | 2 yemek kaşığı limon suyu,Köftelik düğürleri uygun kabımıza alalım. Tuzu ekleyip karıştırıp üzerine kaynar suyu gezdirerek dökelim karıştırıp 5 dakika kapağı kapalı şekilde bekletelim. Diğer malzemelerimizi ekleyelim soğan ve sarımsakları rendeleyip sularını süzelim kalan posasını köftemize ekleyelim. Elimizle yoğurup harmanlayalım. Blendır(ezici)alıp yoğurmaya başlayalım. Sürekli çalıştırmayınız. Yoğurma işlemi bittikden sonra içine yeşillik ekleyebilirsiniz (isteğe bağlı) Elimizde şekillendirip tabaklara dizelim.,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/cig-kofte-tarifi-hazir-almaya-son/
Patatesli Muffin Tarifi,2-3 adet haşlanmış (ezilmiş) patates | 2 yumurta | 1 büyük çay bardağı yoğurt | 1 su bardağından bir parmak eksik sıvı yağ | 1 küçük çay bardağı buğday nişastası | 2 yemek kaşığı sirke | 1 silme tatlı kaşığı tuz(peynirin tuzuna göre ayarlamalısınız) | 1 paket kabartma tozu | 1. 5 su bardağı beyaz peynir ve kaşar peynir karışımı | Yarım demet maydanoz | Yarım demet dereotu | 2 tepeleme su bardağı un | 1 yemek kaşığı tereyağ(kalıpları yağlamak için) | Susam,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/patatesli-muffin-tarifi/
Diyette Olanlar İçin Fırın Patates,3 orta boy patates | 1 çay kaşığı kekik | 1 çay kaşığı pul biber | 1 çay kaşığı nane | 1 çay kaşığından biraz az tuz | 1 yemek kaşığı zeytinyağı,İlk olarak patatesleri soyup yuvarlak olacak şekilde dilimliyoruz. Dilimlediğimiz patatesleri bir kaba alıp zeytinyağı ve baharatları ilave edip karıştırıyoruz. Yağlı kağıt serilmiş fırın tepsimize yerleştiriyoruz ayrı ayrı olsun ki daha güzel pişsin. Önceden ısıttığımız fırında yaklaşık 30 dakika kadar pişiriyoruz patateslerin piştiğini anlamak için çatalla da kontrol edebilirsiniz.,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/diyette-olanlar-icin-firin-patates/
Fırında Kabak,3-4 tane kabak | Zeytinyağı | Biraz tuz | Kekik | Yoğurt | Sarımsak,"Kabakları dilimleyip biraz tuz, kekik ve zeytinyağı ile karıştırıyoruz. Fırın tepsimize diziyoruz , 150 derecede ki fırında pişiriyoruz. Biraz kızarınca fırından çıkartıyoruz. Sarımsaklı yoğurdumuzu hazırlıyoruz. İsteğe göre kabaklarımı sade yada sarımsaklı yoğurt ile sunuyoruz.Afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/firinda-kabak-5131163/
Çöp Şişte Patates,1 kilo patates | 1 diş sarımsak | 2 çay kaşığı tuz | Yarım çay kaşığı karabiber | 1 tatlı kaşığı kekik | 3 yemek kaşığı sıvı yağ,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/cop-siste-patates/
Fırında Altın Patates,"4 adet büyük boy patates | 1 yemek kaşığı yoğurt | 1,5 yemek kaşığı salça | 1 çay kaşığı pul biber | 1 çay kaşığı yeni bahar | 1 çay kaşığı tuz | Yarım çay bardağı sıvı yağ","Patatesleri soyup elma dilimi şeklinde doğrayalım salça ve baharatlarla harmanlayıp, 200 derece 25 dk fırında pişirelim.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/firinda-altin-patates/
İçli Köfte,"1 su bardağı irmik | 1 su bardağı ince bulgur | 1 su bardağı yarma | 1 su bardağı un | 1 yumurta | Karabiber, tuz | Biber salçası | Yeteri kadar su | Kıyma, soğan ve tuz",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/icli-kofte-1547129/
Çiğ Köftenin Yapımı,"3 su bardağı kırmızı köftelik bulgur | 2 orta boy soğan | 2 adet domates | 4-5 diş sarımsak | 2 yemek kaşığı biber salçası | Yarım demet maydanoz | Yarım demet taze nane | 1 su bardağı isot ( acı isteğe göre ) | Karabiber, kimyon, kekik | Islatmak için su","Bulgurumuzu yoğurma kabımıza alalım. Salça ve baharatlarımızı ekleyelim. Domates, soğan, sarımsak ve yeşillikleri robotta çekelim ( ben robotta çekiyorum, rendede yapabilirsiniz, yeşillikleri ince ince kıyın ) bulgura ekleyin. Hepsini iyice yoğurun. Yumuşayana kadar su istenilirse ekleyin. Bulgur yumuşadığında yarım çay bardağı kadar sıvı yağı kızdırın. Köfteye ekleyin yedirin. Şekillendirerek servis edin. Afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/cig-koftenin-yapimi/
Çiğ Köftem,Yarım kilo dana kıyma | 5 çay bardağı ince ķöftelik bulgur | 3 yemek kaşığı biber salçası | 1 yemek kaşığı pulbiber | 1 yemek kaşığı kara biber | Tuz | 1 yemek kaşığı çiğköfte baharatı | 2 adet kuru soğan | 4 diş sarmsak | 3 yemek kaşığı isot | Yarım çay bardağı sıvı yağ | Yarım demet maydanoz | 4 dal taze soğan,"İlk önce köftelik bulguru, salçayı, baharatları, kuru soğanı ve sarımsağı güzelce yoğuruyoruz. Sonra kıymamızı ekliyoruz. Kıymamız ölene kadar yoğuruyoruz. Ardından isotumuzu ekliyoruz ( isotu sıvı yağ ile karıştırıp biraz bekledikten sonra koyamamız gerekiyo) Daha sonra taze soğanı, maydanozu da ekleyip köftemizi 5 fk daha yoğuruyoruz. Daha sonra küçük parlar halinde tabağımıza diziyoruz herkeze afiyet olsun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/cig-koftem-4976682/
Kırmızı Mercimek Köftesi,"2 su bardağı kırmızı mercimek | 2-2. 5 su bardağı dugur( ince bulgur) | 1 adet kuru soğan | 1 kaşık biber salçası | 2 kaşık domates salçası | Bir tutam maydanoz | Bir tutam yeşil soğan | Sıvı yağ | Tuz ,karabiber, pulbiber",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kirmizi-mercimek-koftesi-1743810/
Tavuk Dürüm,6 lavaş | 2 domates | 2 tavuk gögüs | Turşu | 2 patates,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/tavuk-durum-2038717/
Patates Çanağında Mor-Kırmızı Lahana Salatası,4 orta boy patates | 2 dilim kaşar (rendelenmiş) | 1 yemek kaşığı tereyağı | Tuz | Mor lahana | Yoğurt | Sarımsak | Limon,"Önce patatesleri haşlayalım. Patatesleri isterseniz bütün haşlayın isterseniz aceleniz varsa bi kaç parçaya bölüp haşlayın. Ara ara bıçakla kontrol edin, bıçak kolay girmeli yoksa ezemezsiniz. Patatesler haşlanınca soğumadan tuzunuzu kaşarla tereyağınızı içine atın ve kaşık yardımıyla ezip eritin. soğumaya bırakın. Bir kaba mor lahanayı ince ince kesin, üzerine limon sıkın tuzlayın ve eldivenle yada poşet geçirerek ovun. Lahana yumuşayınca sarımsaklı yoğurdunuzu ekleyin ve karıştırın. Soğuyan patateslere küçük tabak şekli verin ve içine salatalardan koyun.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/patates-canaginda-mor-kirmizi-lahana-salatasi/
Kruton Ekmek (Ekmekler İsraf Olmasın),Bayatlamış ekmek,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kruton-ekmek-ekmekler-israf-olmasin-1907713/
En Çıtırından Patates,1 tatlı kaşığı karbonat | 1 tatlı kaşığı tuz | 1 kilogram patates | 4 diş sarımsak | Pul biber | Karabiber | Kekik | Tuz | Yarım çay bardağı zeytinyağı,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/en-citirindan-patates/
Sarma Karnabahar,2 adet yufka | Orta boy karnabaharın yarısı | 1 adet soğan | Tuz | Pulbiber | Karabiber | 1 yemek kaşığı tereyağ | 1 yemek kaşığı domates salçası | 1 tatlı kaşığı biber salçası | 1 su bardağı su | 1 su bardağı yoğurt | 1 diş sarımsak,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/sarma-karnabahar/
Fırında Çıtır Patates,8 tane orta boy patates | 2 yemek kaşığı mısır nişastası | 1 yemek kaşığı tereyağı (Eritilmiş) | 3 yemek kaşığı zeytinyağı | 1 çay kaşığı kırmızı toz biber | 1 çay kaşığı kekik | Sarımsak | 1 tatlı kaşığı tuz (Haşlama suyuna),"Patatesleri soyup küp küp doğrayıp yıkayın. Tuzlu suda kaynatın. Kaynattıktan 10 dakika sonra süzün. Patatesleri fırın tepsisine koyalım. Baharatları, sarımsağı ekleyip karıştıralım. Nişastayı koyup karıştıralım. Tereyağı ve zeytinyağını karıştırıp patateslerin üzerine dökelim. Önceden ısıtılmış 220 derece fırında 40 dakika pişirelim.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/firinda-citir-patates-9651988/
Draniki (Belarus),4 adet orta boy patates | 1 adet küçük soğan (isteğe bağlı) | 1 adet yumurta | 2 yemek kaşığı un | Tuz | Karabiber | Ayçiçek yağı,"Patatesleri soyup rendeleyin. Rendeledikten sonra fazla suyunu sıkın. Soğan kullanıyorsanız, onu da rendeleyin veya çok ince doğrayın. Bir kaba patatesi, soğanı, yumurtayı, unu, tuzu ve karabiberi ekleyip güzelce karıştırın. Tavaya biraz ayçiçek yağı ekleyip ısıtın. Karışımdan bir kaşık alarak tavaya koyun ve üzerine hafifçe bastırarak yassı hale getirin. Orta ateşte, her iki tarafı da altın sarısı olana kadar kızartın (yaklaşık 3-4 dakika). Fazla yağı almak için pişen draniki’leri havlu peçete serili bir tabağa alın. Sıcak servis yapın. Geleneksel olarak ekşi krema (smetana) ile servis edilir.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/draniki-belarus/
Kaşarlı Mantar,1 paket mantar | 1 kase rende kaşar peyniri | 2 orta boy soğan | 1 diş sarımsak | Tuz | 1 tutam karabiber | Bir tutam maydanoz | 2 yemek kaşığı sıvı yağ,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kasarli-mantar-3925231/
"Limonlu,Kuru Domatesli Köfte","3 su bardağı köftelik bulgur | 1 kase kuru domates | 4 adet limon | 2 yemek kaşığı salça | 1, 5 çay bardağı sıvı yağ | Yarım demet maydanoz | 3 adet kuru soğan | 2 su bardağı su | Karabiber | 3 diş sarımsak | 4 yemek kaşığı isot | 2 yemek kaşığı pul biber","Kuru domatesi tencereye koyuyoruz ,içine suyu koyarak yumuşayana kadar kaynatıyoruz . Kaynayan domatesi sıcak sıcak belender den geçiriyoruz . Bulguru yoğurma kabına koyuyoruz ,belender yaptığımız domatesi bulgurun üzerine döküp karıştırıyoruz . Kuru soğanı ve sarımsağı doğrayıp onu da koyuyoruz. Limonu keserek onları da koyup baharatını ekleyip hepsini birlikte yoğuralım. Arada bulguruna bakalım . Yumuşamışsa içindeki limon kabuklarını çıkaralım . İçine salçasını koyup tekrar karışana kadar yoğuralım. Doğramış olduğumuz maydanozu koyarak onunla yoğuralım . Malzemeler birbiriyle karışınca üzerine tavada ısıttığımız kığın yağı dökerek karıştırıp tabaklara sıkma işlemi yapalım AFİYET OLSUN",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/limonlukuru-domatesli-kofte/
Soslu Tavuk Lavaş,1 adet lavaş ekmeği | Kemiksiz tavuk | 1 yemek kaşığı salça | İsteğe bağlı yoğurt,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/soslu-tavuk-lavas/
Fırında Ekmek Pizza,2 ekmek | 3 yumurta | 3 yemek kaşığı. Yoğurt | Göz kararı sıvı yağı | Salam | Kapya biber | Yeşil biber | Zeytin | Kaşar peyniri,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/firinda-ekmek-pizza-1737294/
Harika Tostlar,"Kepekli tost ekmeği x 4 (tercihen başka ekmekler de olabilir) | Kaşar x 2 | Ketçap | Maydanoz | Not: Eğer tostunuzun içine koymak istediğiniz yeşillik, sucuk (başka bir şey varsa koyabilirsiniz)",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/harika-tostlar/
Hem Taze Hem Salamura Peynir Yapıyoruz Otlu Peynir Yapılışı,4 kilo süt | 2 yemek kaşığı dolusu iri tuz | 1 fincan + 2 yemek kaşığı elma sirkesi | 3 su bardağı su | 2 yemek kaşığı iri tuz,"Kaynattığımız süte ocağın altını kapatmadan tuz, sirke ekliyoruz ve 1 tur karıştırıyoruz. Süt kaynadıkça kesilmeye başlayacaktır. Arada karıştırın ve 5 ile 8 dakika içerisinde tamamen istediğimiz kesilme oluşmuş olacaktır. Bir tencere üzerine süzgeç koyarak tülbent ya da yoğurt süzme örtüsü örtüyoruz, sütü süzüyoruz. 1 saat suyunu süzmesi için dinlendirmeye bırakıyoruz. Suyu süzülen peynirin üzerine bir ağırlık koyarak 1 gece bu şekilde buzdolabında dinlendiriyoruz. Çok fazla ağırlık koymayın yoksa sert kuru bir peynir elde edersiniz. Ertesi gün salamura olarak yapacağımız peyniri dilimlere kesiyoruz ve su + tuz karışımı hazırlayarak salamura kavanozuna bu peynir ile koyarak buz dolabında 25 gün dinlendiriyoruz. Taze yemeklik peynirleri ben 4-5 dal dereotu ve ayrı olarak 1, 5 tatlı kaşığı çörekotu ile ezerek harmanladım. Bu asama tercihinize kalmış. Minik toplar oluşturarak kavanozlara dolduruyoruz. Üzerine 3 yemek kaşığı zeytinyağı etkiliyoruz, geri kalanını ise sıvı yağ ile tamamlıyoruz. Bu hazırladığımız peynirleri taze taze istediğiniz zaman tüketebilirsiniz. Afiyet olsun.",5.0,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/hem-taze-hem-salamura-peynir-yapiyoruz-otlu-peynir-yapilisi/
Airfryer’ da Baharatlı Kızarmış Patates,3 adet patates | 1 çay kaşığı kimyon | 1 çay kaşığı tuz | 1 çay kaşığı pulbiber | 1 çay kaşığı kekik | 1 yemek kaşığı sıvı yağ,"Patatesleri elma dilimi doğradıktan sonra tüm malzemeleri harmanlıyoruz. Airfrye veriyoruz airfry da 180 derecede 20 dakikada pişiriyoruz ,çok güzel oluyor denemenizi tavsiye ederim.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/airfryer-da-baharatli-kizarmis-patates/
Fırında Sucuklu Patates,"4 büyük boy patates | İsteğe bağlı miktarda sucuk | 1 büyük boy domates | Karabiber, tuz | Kaşar peyniri",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/firinda-sucuklu-patates-3852242/
Kumpir,Orta boy 4-5 tane patates | 1 yemek kaşığı tereyağ | 1 su bardağı kaşar | Yeşil veya siyah zeytin | 1 adet sucuk | Küçük konserve mısır | Tuz,"Patateslerimizi bir kapta haşlayalım. Sucuklarımızı, zeytini doğrayıp hazırlayalım. Patatesimiz haşlandıktan sonra ezelim patatesimizin içine tereyağımızı, tuzumuzu ve kaşarımızı ekleyelim. Karıştırıp tepsimize yayalım hafifçe bastıralım. Zeytin konserve mısırımızı ve sucukları yerleştirelim isteğe bağlı koymak istediklerinizide koyabilirsiniz. 180° ısıtılmış fırınımıza sürelim son 5 dk önce çıkarıp kaşarımızı dökelim.",NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/kumpir-8018614/
Çikolatalı Hindistan Cevizi(Çıtır Gevrekli),1 poşet köpürtülmüş şanti(1 su bardağı süt ile) | 300 gr Hindistan cevizi | 200 gr bitter ve sütlü çikolata(Karışık olabilir ya da istediğiniz sade bir çikolata) | 3 yemek kaşığı sıvı yağ | Cocopops(Sarı pakette Çocuklar için satılan),,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/cikolatali-hindistan-cevizicitir-gevrekli/
Aperatif  Toplar,2 paket petibör bisküvi | 1 paket kakao | 1 su bardağı şeker | 1 su bardağı süt | 1 tatlı kaşığı vişne reçeli | 1 yemek kaşığı tereyağı | Hindistan cevizi fıstık vs,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/aperatif-toplar/
Nefis Patates (Mutlaka Deneyin ),2 orta boy patates | 1 domates | 1 çorba kaşığı tereyağ | Kekik | Karabiber | Pul biber | Tuz | Susam,,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/nefis-patates-mutlaka-deneyin/
Yelpaze Patates (Pilav Eşliğinde),"3-4 adet patates (isteğe bağlı) | Sıvı yağ | Kekik, pul biber, tuz | 1 adet fırın poşeti | Üzeri için kaşar peyniri",,NaN,NaN,NaN,NaN,https://www.nefisyemektarifleri.com/yelpaze-patates-pilav-esliginde/
Fırında Baharatlı Patates Tarifi (videolu),"3 adet patates | 1 er çay kaşığı tuz, karabiber, pul biber | Yarım yemek kaşığı nişasta veya un | Sıvı yağ","Patateslerin kabuklarını soyarak dilimleyin, çok ince olmasın. Eğer ince kabuklu ise patatesleriniz soymanıza gerek yok. Dilimlediğiniz patatesleri tepsiye alın ve üzerine baharatları ekleyin ve iyice harmanlayın. Ben tuz, karabiber ve pul biber kullandım ancak sevdiğiniz başka baharatları da ekleyebilirsiniz. Daha sonra tepsiye dizelim. Üzerlerine sıvı yağ gezdirelim. Önceden ısıttığımız 180 derece fırında patatesler kızarana kadar pişirin.",339.0,38.7,4.2,18.2,https://www.nefisyemektarifleri.com/firinda-baharatli-patates-tarifi-540787/
