Kategori,Baslik,Malzemeler,Malzemelerin Miktari,Tarifteki malzemeler,Hazirlanis,Kalori (kcal),Karbonhidrat (g),Protein (g),Yag (g)
Aperatifler,Kaşarlı Yumurtalı Patates,"patates, yumurta, Bir tutam rende kaşar peyniri, sıvı yağ, Tuz, sıvı yağ, kırmızı toz biber, pul biber, Bir tutam maydanoz","2 adet, 2 adet, Belirtilmemiş, 2 yemek kaşığı, Belirtilmemiş, 2 yemek kaşığı, 1 çay kaşığı, 1 çay kaşığı, Belirtilmemiş",2 adet patates | 2 adet yumurta | Bir tutam rende kaşar peyniri | 2 yemek kaşığı sıvı yağ | Tuz | 2 yemek kaşığı sıvı yağ | 1 çay kaşığı kırmızı toz biber | 1 çay kaşığı pul biber | Bir tutam maydanoz,"Öncelikle patatesleri soyup yıkayıp küçük doğrayıp küçük bir tencereye alın . Üzerini geçecek kadar su ekleyin ve kaynaması için ocağa alın. Kaynayan patatesleri suyunu süzün, tavaya sıvı yağı alın ısıtın . Üzerine haşlamış olduğunuz patatesleri ekleyip biraz kavurun ,sonra tuzunu ilave eden yumurtaları çırpıp üzerine dökün . Biraz pişmesini sağlayın, son alarak kaşar peynirini üzerine serpiştirin ,ocağın altını kısın,kaşarın erimesini sağlayın ocaktan alın. Küçük bir tavaya yağı alıp ısıtın üzerine toz biber ve pul biberini ekleyip ocağın altını kapatın ve sosunuzu üzerine gezdirin. Son olarak maydanoz serpiştirerek sıcak sıcak servis yapın. Denemenizi tavsiye ederim. 🥰.",,,,
Aperatifler,Günde Hazır Mor Lahana Turşusu,"küçük boy mor lahana, –3 diş sarımsak, üzüm sirkesi, çorba kaşığı kaya tuzu, limon tuzu, Birkaç parça limon kabuğu","1, 2, 1 çay bardağı, 1, 1 çay kaşığı, Belirtilmemiş",1 küçük boy mor lahana | 2–3 diş sarımsak | 1 çay bardağı üzüm sirkesi | 1 çorba kaşığı kaya tuzu | 1 çay kaşığı limon tuzu | Birkaç parça limon kabuğu,Mor lahana ince ince doğranır ve kavanoza yerleştirilir. Üzerine sirke eklenir. Tuz ve limon tuzu ilave edilir. Sarımsaklar ve limon kabukları en son yerleştirilir. Kavanoz içme suyu ile tamamlanır ve kapağı kapatılır. Serin ve karanlık bir ortamda bekletildiğinde birkaç gün içinde kıtır bir turşu elde edilir. :))).,,,,
Aperatifler,Ev Yapımı Mersin Tantuni,"dana bonfile, sıvı yağ, et suyu, toz biber ️, Tuz, kuru soğan, orta boy domates, demet maydanoz, sumak, Tuz, (Bardak ölçüsü 250 ml), paket instant maya, tuz, su (Suyun miktarı unun kalitesine göre azaltıp yada arttırabilirsiniz)","600 gram, 1 çay bardağı, 1 çay bardağı, 1 tatlı kaşığı, Belirtilmemiş, 2 tane, 2, Yarım, 1 tatlı kaşığı, Belirtilmemiş, 6 bardak, Yarım, 1 tatlı kaşığı, 2,5 bardak","600 gram dana bonfile | 1 çay bardağı sıvı yağ | 1 çay bardağı et suyu | 1 tatlı kaşığı toz biber ️ | Tuz | 2 tane kuru soğan | 2 orta boy domates | Yarım demet maydanoz | 1 tatlı kaşığı sumak | Tuz | 6 bardak un (Bardak ölçüsü 250 ml) | Yarım paket instant maya | 1 tatlı kaşığı tuz | 2,5 bardak su (Suyun miktarı unun kalitesine göre azaltıp yada arttırabilirsiniz)","Öncelikle lavaşlarımız için yumuşak bir hamur yoğuralım 40 dakika mayalandıralım. Sonra mandalina büyüklüğünde bezeler alıp açalım. Gözleme tavasında arkalı önlü pişirelim 🥳. Tantuni için etleri minik, minik doğrayıp,haşlayalım. Etlerimiz haşlanırken sebzeleri doğrayalım. Resimdeki gibi ufak, ufak domatesleri doğrayalım. Kuru soğanımızı piyazlık doğrayalım. Maydonuzlarımızı da doğrayalım. Bir kapta doğradığımız soğan ve maydanozu karıştırıp üzerine sumak,tuz ilave edelim. Bu arada haşlanan etlerimizi kenara alalım. Sacımızın içine 1 çay bardağı sıvı yağ koyalım. Bir çay bardağı da et suyumuzu koyup etlerimizi ilave edip beş dakika kavuralım. Sonra toz biber ve tuz ilave edip üç, dört tur çevirelim. Sonra lavaşlarımızı tek, tek saca bastırıp yağlayalım. Yağlanan lavaşlarımıza önce piyazı sonra etleri paylaştıralım. Kişi başı 5 yemek kaşığı et koyabilirsiniz. Dürümleri sıkıca sarıp yanında ayranla birlikte servis edelim.Afiyet şifa olsun 💐.",,,,
Aperatifler,Ayva Tatlısı (Hibiskuslu),"ayva, şeker, karanfil, çubuk tarçın, kuru hibiskus, su, Kaymak, Ceviz","3 adet, 2,5 bardak, 5 adet, 1 adet, 3-4 adet, 1 su bardağı, Belirtilmemiş, Belirtilmemiş","3 adet ayva | 2,5 bardak şeker | 5 adet karanfil | 1 adet çubuk tarçın | 3-4 adet kuru hibiskus | 1 su bardağı su | Kaymak | Ceviz","Ayvaları soyup ikiye bölüyoruz içlerini oyuyor tencereye koyuyoruz . İçine şekerleri eşit bir şekilde ekliyoruz ,daha sonra karanfil ,tarçın, hibiskusü tencereye atıyoruz. Kısık ateşte ayvalar pişene kadar şeker kıvam alana kadar pişiriyoruz . Yaklaşık 30 dakika kısık ateşte pişiriyoruz. Çatal ile pişmiş mi diye kontrollü bir şekilde pişirelim. Soğuk servis ediyoruz üzerine ceviz ve kaymak ile servis ediyoruz.",,,,
Aperatifler,Orkide Tozundan Salep,"süt (400 ml), şeker, saf salep tozu, Tarçın (opsiyonel)","2 su bardağı, 2 tatlı kaşığı, 1 çay kaşığı, Belirtilmemiş",2 su bardağı süt (400 ml) | 2 tatlı kaşığı şeker | 1 çay kaşığı saf salep tozu | Tarçın (opsiyonel),1 bardak sütü cezveye aktarın ve üzerine şekeri ekleyip kısık ateşte erimeye bırakın. Kalan sütü bir kapta salep tozuyla homojen olacak şekilde karıştırın. (salepin özü olduğu için her fincan için yarım çay kaşığı yeterli oluyor. Damak tadınıza göre arttırabilirsiniz. ) Karışımı cezveye aktarın ve sürekli karıştırarak pişirin. Dibi tutmasın. Kaynamaya başladığında kısık ateşte bir taşım kaynatın ve fincanlara sıcak sıcak servis yapın. Afiyet olsun 🌸.,,,,
Aperatifler,Reyhan Şerbeti,"reyhan, limon tuzu, Reyhan demetine göre şeker, Kabuk tarçın, karanfil","3-4 adet, 1 çay kaşığı, Belirtilmemiş, Belirtilmemiş, Tane",3-4 adet reyhan | 1 çay kaşığı limon tuzu | Reyhan demetine göre şeker | Kabuk tarçın | Tane karanfil,"Bir tencereye aldığımız (demetimizin sayısına göre) suyu kaynatalım. Suyu başta çok koymayın reyhan tadı az gelmesin. Ocağın altını kapattıktan sonra şekeri, ayıklanıp yıkanmış reyhanları kaynamış suyun içine atalım. Kabuk tarçın çok yakıştığını düşündüğüm için bi tane atıp tencerenin ağzını kapatıp soğumaya bırakalım. Soğuduktan sonra reyhanları süzüp suyunu sürahilere koyup buzdolabında soğutalım ve buzzz gibi afiyet olsun.",,,,
Aperatifler,Kolay Ev Usulü Burger Menü,"lı hamburger ekmeği, Nuggets, Marul, Kaşar peynir, Halka domates, Ketçap, Mayonez, patates, İçecek olarak iceatea","6, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş, 5, Belirtilmemiş",6 lı hamburger ekmeği | Nuggets | Marul | Kaşar peynir | Halka domates | Ketçap | Mayonez | 5 patates | İçecek olarak iceatea,,,,,
Aperatifler,Peynirden Penguen (Çocuklar İçin),"tost ekmek, zeytin, top peynir, havuç dilimi","1 adet, 2 adet, 1 adet, 1 adet",1 adet tost ekmek | 2 adet zeytin | 1 adet top peynir | 1 adet havuç dilimi,Zeytinlerin çekirdeklerini tek bir taraftan bastırıp diğer taraftan ezerek çıkartıyoruz . Kürdana geçiriyoruz. Peşinden yuvarlak peyniri kürdan geçiriyoruz. Diğer zeytini ortadan bölüp kol kısımlarını yerleştiriyoruz. Bir dilim havucu kenar kısmından küçük bir “v” şeklinde kesiyoruz geçiriyoruz . Kestiğimiz küçük üçgeni penguenin ağız kısmı yapıyoruz. Ekmeğe batırıyoruz.,,,,
Aperatifler,İzmir Köfte,"kıyma, orta boy soğan, ufalanmış ekmek, tuz, karabiber, kimyon, orta boy patates, zeytin yağı, tuz, domates sosu veya rendesi, sarımsak, zeytin yağı, çay kaşığı tuz, su, Kurutulmuş acı biber","400 gram, 1, 1 çay bardağı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı, 4 adet, 2 yemek kaşığı, 1 çay kaşığı, 1 su bardağı, 4 diş, 1 fincan, Yarım, 1 çay bardağı, Belirtilmemiş",400 gram kıyma | 1 orta boy soğan | 1 çay bardağı ufalanmış ekmek | 1 çay kaşığı tuz | 1 çay kaşığı karabiber | 1 çay kaşığı kimyon | 4 adet orta boy patates | 2 yemek kaşığı zeytin yağı | 1 çay kaşığı tuz | 1 su bardağı domates sosu veya rendesi | 4 diş sarımsak | 1 fincan zeytin yağı | Yarım çay kaşığı tuz | 1 çay bardağı su | Kurutulmuş acı biber,"İlk patatesler soyup dilimleyelim ve soğuk su da yarım saat bekletelim, ardından airfaryda iki kaşık zeytinyağ yağ ilave edip kızartalım tavadada kızartabilirsiniz. İsterseniz kızaran patatesleri tencereye alalım ve köfteleri hazırlayalım kıymayı yoğurma kabına alıp, rendelenmiş soğan ufalanmış ekmekleri veya galeta unu ekleyelim. Tuz, karabiber, kimyon ilave edip karıştıralım ve şekil verelim, airfaryda kızartalım. Kızaran köfteleri patateslerin üzerine alalım ve domates sosu hazırlayalım rende veya domates sosunu tencereye alalım sarımsak tuz, zeytin yağı ekleyelim ve pişirelim pişip yumuşasın. Üzerine 1 çay bardağı su ilave edelim. Kaynayan sosu köfte patatesin üzerine dökelim ocak üzerinde 2 dakika pişirelim patatesler sosa bulansın ben suyu az kullanıyorum. Çocuklar yemek suyunu yemek istemiyor bende daha kuru yapıyorum sız su miktarını arttırabiliriz üzerine acıları ekleyip afiyetle yiyoruz.",,,,
Aperatifler,Yalancı Nugget,"tavuk göğüs, tuz, karabiber, pul biber, kekik, kimyon, un, yumurta, galeta unu, sıvı yağ","1 paket, 2 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı, 1 çay kaşığı, 5 yemek kaşığı, 1, 5 yemek kaşığı, 2 su bardağı",1 paket tavuk göğüs | 2 çay kaşığı tuz | 1 çay kaşığı karabiber | 1 çay kaşığı pul biber | 1 çay kaşığı kekik | 1 çay kaşığı kimyon | 5 yemek kaşığı un | 1 yumurta | 5 yemek kaşığı galeta unu | 2 su bardağı sıvı yağ,"Tavuk göğsünü robotta çektiriyoruz. İçerisine baharatları ilave ediyoruz. Ben un kullanmadım tavuğun içine dağınık şekiller elde etmek istedim ama daha kıvamlı olsun isterseniz içine un da ilave edebilirsiniz bir iki kaşık kadar. Şekil verdigimiz tavukları sonra un, yumurta ve galeta ununa batırdıktan sonra kızartıyoruz.Afiyet olsun 🤗Yanına patates kızartması ve çorbayla çok güzel bir öğün oluyor nugget tadında çıtır çıtır 🤗",,,,
Aperatifler,Pancar Yaprağı Salatası,"pancar yaprağı, zeytinyağı, tuz, sarımsak, limon","1 demet, 4 yemek kaşığı, 1 çay kaşığı, 2 diş, Yarım",1 demet pancar yaprağı | 4 yemek kaşığı zeytinyağı | 1 çay kaşığı tuz | 2 diş sarımsak | Yarım limon,"Öncelikle sapın sert kısımlarını ve yapraklarını ayrı ayrı doğrayalım. Tavaya aldığımız zeytinyağında sapları 5 dk yüksek ateşte kavuralım. Saplar biraz kavrulunca iri doğranmış yaprakları ekleyelim, tuzunu da verip 5 dk daha kavuralım. Kavrulan yapraklara son olarak limon ve sarımsağı ekleyip biraz karıştırıp tabaklayalım. Afiyet olsun 🌾.",,,,
Aperatifler,Ev Sucuğu  (Kolay Sucuk Yapımı),"orta yağlı çift çekim dana kıyma, sucuk baharatı, tuz ( baharatın içinde var ise kullanmayınız)","1 kg, 100 gram, 1.5 yemek kaşığı",1 kg orta yağlı çift çekim dana kıyma | 100 gram sucuk baharatı | 1.5 yemek kaşığı tuz ( baharatın içinde var ise kullanmayınız),Yoğurma kabına kıymamızı alalım. Üzerine baharatlarını ekleyip yoğuralım. Fotoğraflardaki gibi şekillendirerek streçleyelim. En az 1 gece buzlukta bekletelim. Ev yapımı sucuklarımız hazır. Dilediğiniz zaman kullanmadan 10 dk önce buzluktan çıkarıp doğrayıp pişirip kullanabilirsiniz. Buzlukta muhafaza ediniz.,,,,
Aperatifler,Bebekler İçin Elmalı Pankek,"elma, yumurta, yoğurt, + 1 tatlı kaşığı tam buğday un, Tarçın, karbonat","1 adet, 1 adet, 1 yemek kaşığı, 1 yemek kaşığı, Belirtilmemiş, Çay kaşığı",1 adet elma | 1 adet yumurta | 1 yemek kaşığı yoğurt | 1 yemek kaşığı + 1 tatlı kaşığı tam buğday un | Tarçın | Çay kaşığı ucuyla karbonat,"Elmaları soyup bir kabın içine rendeliyoruz, suyunu sıkıyoruz. Sonrasında içine bir yumurta, bir kaşık yoğurt, un, tarçın, karbonatı ekleyip karıştırıyoruz. (kıvamını kendinize göre ayarlayabilirsiniz) Sonrasında tavaya az zeytinyağı koyup peçeteyle her yere gelecek şekilde yayıyorsunuz. Tava ısındıktan sonra kaşıkla pankek şeklinde döküp arkalı önlü pişiriyorsunuz.",,,,
Aperatifler,Pırasalı Mücver,"büyük pırasa, küçük patates, küçük havuç, kabak, Kaşar peyniri, yumurta, Aldığı kadar un, Tuz, Karabiber","1, 1, 2, Yarım, Belirtilmemiş, 2 adet, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",1 büyük pırasa | 1 küçük patates | 2 küçük havuç | Yarım kabak | Kaşar peyniri | 2 adet yumurta | Aldığı kadar un | Tuz | Karabiber,"Pırasaları küçük küçük doğrayıp, diğer malzemeleri rendeleyene kadar haşlayalım. Diğer malzemeleri rendeleyip suyunu sıkıp uygun bir kaba alalım. Pırasanın suyunu süzüp onu da ekleyelim. Tuz, karabiber ve unu ekleyip karıştıralım. Yağlı kağıt serdiğimiz tost makinesinin üzerine, ayrı ayrı yerlere birer kaşık harcımızdan koyalım. Kızarıncaya kadar pişirelim.",,,,
Aperatifler,Evde Tavuk Döner,"tavuk but (6 tane), lavaş ekmeği, tuz, köfte baharı, karabiber, kırmızı biber, Sıvıyağ, soğan, bağ maydonoz, yeşil soğan, domates, yaprak marul, Sumak, Tuz, Zeytin yağı","1 paket, 1 paket, 1 tutam, 1 tutam, 1 tutam, 1 tutam, Belirtilmemiş, Yarım, 1, 2 tane, 2 tane, 3-4, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",1 paket tavuk but (6 tane) | 1 paket lavaş ekmeği | 1 tutam tuz | 1 tutam köfte baharı | 1 tutam karabiber | 1 tutam kırmızı biber | Sıvıyağ | Yarım soğan | 1 bağ maydonoz | 2 tane yeşil soğan | 2 tane domates | 3-4 yaprak marul | Sumak | Tuz | Zeytin yağı,"Tavuk butlarını içerisine bir miktar karabiber atarak ben (düdüklüde ) pişirdim. Pişen tavuk butlarını suyunu süzerek ,soğuması için bir tarafta dinlendirdim. Soğumuş tavukları iyice kemiklerinden temizledikten sonra,iyice didikledim. Daha sonra yanmaz bir tavada önce jülyen doğradığım soğanlarını sıvı yağda çevirdim. Daha sonra tavukları ve baharatları ekledim. İyice kızarana kadar pişirdim. Lavaş ekmeğini tavuğun sosuna bastırarak önce yaptığım salatayı dizdim. Üzerine ise pişirdiğim tavuğu ekledim ve güzelce sardım. Dilerseniz yanına patates te kızartıp servis edebilirsiniz. Ben öyle yaptım.Afiyet olsun 🙂.",,,,
Aperatifler,Fırında Kapalı Hamburger,"– 700 gram un (yaklaşık 7 su bardağı), ılık süt (1,5 su bardağı), ılık su (1 su bardağından biraz az), instant maya (2 paket), sıvı yağ (yarım su bardağı), şeker, tuz, kıyma, galeta unu, tuz, kimyon, rendelenmiş soğan, ½ çay kaşığı karabiber, mayonez, ketçap, hardal, kornişon turşu (çok küçük doğranmış), doğranmış soğan (dilimlenmiş), şeker, Zeytinyağı, kaşar dilimleri, âdet dilimlenmiş küçük turşu","600, 250 ml, 150 ml, 14 gram, 100 ml, 1 yemek kaşığı, 1 tatlı kaşığı, 700 gram, 5 yemek kaşığı, 1 tatlı kaşığı, 1 tatlı kaşığı, 1 adet, Belirtilmemiş, 4 yemek kaşığı, 2 yemek kaşığı, 2 yemek kaşığı, 5 adet, 3 adet, 1 yemek kaşığı, Belirtilmemiş, 7 adet, 10","600 – 700 gram un (yaklaşık 7 su bardağı) | 250 ml ılık süt (1,5 su bardağı) | 150 ml ılık su (1 su bardağından biraz az) | 14 gram instant maya (2 paket) | 100 ml sıvı yağ (yarım su bardağı) | 1 yemek kaşığı şeker | 1 tatlı kaşığı tuz | 700 gram kıyma | 5 yemek kaşığı galeta unu | 1 tatlı kaşığı tuz | 1 tatlı kaşığı kimyon | 1 adet rendelenmiş soğan | ½ çay kaşığı karabiber | 4 yemek kaşığı mayonez | 2 yemek kaşığı ketçap | 2 yemek kaşığı hardal | 5 adet kornişon turşu (çok küçük doğranmış) | 3 adet doğranmış soğan (dilimlenmiş) | 1 yemek kaşığı şeker | Zeytinyağı | 7 adet kaşar dilimleri | 10 âdet dilimlenmiş küçük turşu","Hamur için; tüm malzemeleri güzelce yoğurun ve yaklaşık 1 saat dinlendirin. Köfte için; tüm malzemeleri bir kaba koyup, iyice yoğurun. Çay bardağı büyüklüğünde yuvarlak köfteler yapıp yağda kızartın. Doğranmış soğanları 1 yemek kaşığı şeker ile zeytinyağında kavurun. Dinlenen hamuru parçalar halinde alıp, kahvaltı tabağı büyüklüğünde açın. Hamuru bir kaseye yerleştirip önce kaşar peyniri dilimi koyun. Üzerine kızarmış köfte, kavrulmuş soğan, 1 yemek kaşığı sos ve dilimlenmiş turşu ekleyin. Hamuru ellerinizle kapatıp ters çevirip tepsiye dizin. Üzerine yumurta sarısı sürüp, susam serpin. Önceden ısıtılmış 200°c fırında kontrollü bir şekilde yaklaşık 30 dakika pişirin.",,,,
Aperatifler,Margarinsiz Poğaça,"ılık süt, ılık su, sıvı yağ, toz şeker, instant maya, yumurta (birinin sarısı üzeri için ayrılacak), tuz, Yaklaşık 7 – 7,5 su bardağı un (kontrollü ekleyin), beyaz peynir","1,5 su bardağı, 1 su bardağı, 1 su bardağı, 1 yemek kaşığı, 1 paket, 2 adet, 1 tatlı kaşığı, Belirtilmemiş, 1 kase","1,5 su bardağı ılık süt | 1 su bardağı ılık su | 1 su bardağı sıvı yağ | 1 yemek kaşığı toz şeker | 1 paket instant maya | 2 adet yumurta (birinin sarısı üzeri için ayrılacak) | 1 tatlı kaşığı tuz | Yaklaşık 7 – 7,5 su bardağı un (kontrollü ekleyin) | 1 kase beyaz peynir","Ilık süt, ılık su, toz şeker ve instant mayayı geniş bir karıştırma kabına alın. Karıştırın. Üzerine sıvı yağı ve 1 tam yumurta + 1 yumurta beyazını ekleyin (sarısını üzeri için ayırın). Tuzu ilave edin. Unu kontrollü şekilde azar azar ekleyerek yumuşak, ele hafif yapışan bir hamur yoğurun. Hamurun üzerini kapatıp yaklaşık 45–60 dakika, hacmi iki katına çıkana kadar mayalandırın. Mayalanan hamurdan mandalina büyüklüğünde parçalar koparın. Mayalanan hamurdan mandalina büyüklüğünde parçalar koparın. Elinizle açıp içine beyaz peynir koyun ve kapatıp şekil verin. Yağlı kağıt serili tepsiye aralıklı olarak dizin. Tepside 15–20 dakika kadar tekrar mayalandırın. Üzerlerine ayırdığınız yumurta sarısını sürün. Önceden ısıtılmış 180°c fırında, üzerleri güzelce kızarana kadar yaklaşık 20–25 dakika pişirin.",,,,
Aperatifler,Saçaklı Poğaça,"instant kuru maya, ılık süt, ılık su, sıvı yağ, şeker, tuz, yumurta(sarısı üzerine), sonra gerektikçe 2 bardak daha ekleyebilirsiniz, LABNE veya krem peynir (labneli çok güzel oluyor), Maydanoz, Kaşar vb. poğaçaya yakışacak herşeyi kullanabilirsiniz salam vs.","1 paket, 1 bardak, 1 bardak, 1 bardak, 2 yemek kaşığı, 1 yemek kaşığı, 1, 4 bardak, Belirtilmemiş, Belirtilmemiş, Belirtilmemiş",1 paket instant kuru maya | 1 bardak ılık süt | 1 bardak ılık su | 1 bardak sıvı yağ | 2 yemek kaşığı şeker | 1 yemek kaşığı tuz | 1 yumurta(sarısı üzerine) | 4 bardak un sonra gerektikçe 2 bardak daha ekleyebilirsiniz | LABNE veya krem peynir (labneli çok güzel oluyor) | Maydanoz | Kaşar vb. poğaçaya yakışacak herşeyi kullanabilirsiniz salam vs.,,,,,
